Incident,Date Reported,Time Reported,Month Reported,Day of Week,Nature,Incident address,Area,Agency,Clearance Code desc
B17-07147,2/26/2017,6:55:30,February,Sunday,NOISE,1440 N WOODBURN AVE,LB512,BPD,NO REPORT
B17-07157,2/26/2017,9:36:48,February,Sunday,DISTURBANCE IP,816 S LINCOLN ST,LB314,BPD,NO REPORT
B17-07166,2/26/2017,11:49:52,February,Sunday,DISTURBANCE IP,908 S WASHINGTON ST; APT 6,LB314,BPD,NO REPORT
B17-07176,2/26/2017,14:50:33,February,Sunday,NOISE,1119 S BASSWOOD DR,LB415,BPD,NO REPORT
B17-07178,2/26/2017,15:11:27,February,Sunday,DISTURBANCE IP,1800 N WALNUT ST; MOTEL 6 RM 250,LB212,BPD,NO REPORT
B17-07186,2/26/2017,16:10:59,February,Sunday,NOISE,2315 S ROCKPORT RD ; APT B,LB423,BPD,NO REPORT
B17-07206,2/26/2017,20:22:30,February,Sunday,NOISE,447 W HOOSIER COURT AVE,LB513,BPD,NO REPORT
B17-07207,2/26/2017,20:54:59,February,Sunday,VANDALISM IP,100 N BRYAN AVE,LB222,BPD,NO REPORT
B17-07211,2/26/2017,22:15:39,February,Sunday,NOISE,1150 S CLARIZZ BLVD; APT B308,LB310,BPD,NO REPORT
B17-07216,2/26/2017,23:17:23,February,Sunday,VANDALISM IP,205 S HILLSDALE DR,LB222,BPD,REPORT NEEDED
B17-07227,2/27/2017,1:07:11,February,Monday,NOISE,1150 S CLARIZZ BLVD; BUILDING T; APT 279,LB310,BPD,NO REPORT
B17-07229,2/27/2017,2:55:28,February,Monday,NOISE,1150 S CLARIZZ BLVD; BLDG T,LB310,BPD,NO REPORT
B17-07255,2/27/2017,11:50:15,February,Monday,DISTURBANCE IP,3175 W 3RD ST; KMART WEST,LB403,BPD,NO REPORT
B17-07266,2/27/2017,13:56:27,February,Monday,VANDALISM NP,4116 W HEATHERWOOD LN,LB428,BPD,NO REPORT
B17-07277,2/27/2017,14:54:12,February,Monday,DRUNK,100 N WASHINGTON ST,LB102,BPD,REPORT NEEDED
B17-07335,2/27/2017,23:15:08,February,Monday,NOISE,345 S COLLEGE AVE; APT 307,LB103,BPD,NO REPORT
B17-07351,2/28/2017,3:01:56,February,Tuesday,NOISE,1150 S CLARIZZ BLVD; BUILDING T279,LB310,BPD,NO REPORT
B17-07355,2/28/2017,4:46:06,February,Tuesday,NOISE,850 S CLARIZZ BLVD,LB310,BPD,NO REPORT
B17-07361,2/28/2017,7:38:45,February,Tuesday,VANDALISM NP,1175 S COLLEGE MALL RD; KROGER JACKSON CREEK; 220 E 3RD,LB310,BPD,NO REPORT
B17-07393,2/28/2017,12:07:39,February,Tuesday,DISTURBANCE IP,645 S ROGERS ST; CENTERSTONE EAST 1,LB409,BPD,NO REPORT
B17-07398,2/28/2017,12:31:42,February,Tuesday,DRUNK,221 N ROGERS ST,LB520,BPD,NO REPORT
B17-07436,2/28/2017,17:11:15,February,Tuesday,DISTURBANCE IP,416 W 1ST ST,LB409,BPD,NO REPORT
B17-07466,2/28/2017,22:27:20,February,Tuesday,DRUNK,S WASHINGTON ST & E 1ST ST,LB301,BPD,NO REPORT
B17-07467,2/28/2017,22:30:03,February,Tuesday,NOISE,512 N COLLEGE AVE; 9 NORTH APTS,LB101,BPD,NO REPORT
B17-07469,2/28/2017,22:50:45,February,Tuesday,DISTURBANCE IP,408 E 6TH ST,LB102,BPD,NO REPORT
B17-07471,2/28/2017,23:06:39,February,Tuesday,VANDALISM IP,529 N COLLEGE AVE; FARMER HOUSE,LB101,BPD,REPORT NEEDED
B17-07474,2/28/2017,23:10:35,February,Tuesday,NOISE,310 N GRANT ST,LB102,BPD,NO REPORT
B17-07477,3/1/2017,0:04:37,March,Wednesday,DISTURBANCE IP,420 E 6TH ST,LB102,BPD,NO REPORT
B17-07479,2/28/2017,23:49:38,February,Tuesday,NOISE,310 N GRANT ST,LB102,BPD,NO REPORT
B17-07486,3/1/2017,2:45:29,March,Wednesday,DRUNK,S WALNUT ST & E KIRKWOOD AVE,,BPD,NO REPORT
B17-07491,3/1/2017,3:56:09,March,Wednesday,NOISE,120 S KINGSTON DR; APT B19,LB221,BPD,NO REPORT
B17-07492,3/1/2017,3:47:28,March,Wednesday,NOISE,601 N COLLEGE AVE,LB519,BPD,NO REPORT
B17-07493,3/1/2017,4:43:02,March,Wednesday,VANDALISM NP,2607 N WALNUT ST; APT 2210,LB511,BPD,REPORT NEEDED
B17-07498,3/1/2017,5:41:15,March,Wednesday,DISTURBANCE IP,601 W 2ND ST; IU HEALTH BLOOMINGTON HOSPITAL,LB409,BPD,NO REPORT
B17-07505,3/1/2017,7:11:29,March,Wednesday,DRUNK,1100 W 2ND ST; DUKE ENERGY,LB406,BPD,NO REPORT
B17-07532,3/1/2017,12:51:36,March,Wednesday,DISTURBANCE IP,125 W PINEWOOD DR,LB433,BPD,NO REPORT
B17-07536,3/1/2017,13:30:43,March,Wednesday,DRUNK,121 E KIRKWOOD AVE; CVS DOWNTOWN,LB102,BPD,NO REPORT
B17-07552,3/1/2017,15:31:14,March,Wednesday,DRUNK,S WASHINGTON ST & E KIRKWOOD AVE,LB104,BPD,NO REPORT
B17-07557,3/1/2017,16:07:28,March,Wednesday,DRUNK,118 N WALNUT ST; SUITES AT 118,LB102,BPD,NO REPORT
B17-07564,3/1/2017,16:47:00,March,Wednesday,PANHANDLING,S COLLEGE MALL RD & E 2ND ST,LB305,BPD,NO REPORT
B17-07578,3/1/2017,17:57:13,March,Wednesday,DRUNK,219 E 4TH ST; FIRST UNITED METHODIST CHURCH,LB104,BPD,NO REPORT
B17-07579,3/1/2017,18:05:26,March,Wednesday,DRUNK,N LINCOLN ST & E 6TH ST,LB102,BPD,REPORT NEEDED
B17-07596,3/1/2017,19:42:06,March,Wednesday,DISTURBANCE IP,800 N SMITH RD ; 21Z,LB218,BPD,NO REPORT
B17-07603,3/1/2017,20:15:41,March,Wednesday,NOISE,904 S HENDERSON ST,LB314,BPD,NO REPORT
B17-07606,3/1/2017,20:39:54,March,Wednesday,DISTURBANCE IP,2368 S WINSLOW CT,LB326,BPD,NO REPORT
B17-07658,3/2/2017,6:32:17,March,Thursday,VANDALISM IP,548 S BASSWOOD DR; APT N,LB404,BPD,REPORT NEEDED
B17-07666,3/2/2017,8:21:02,March,Thursday,VANDALISM NP,504 S MULLER PKWY,LB404,BPD,REPORT NEEDED
B17-07685,3/2/2017,10:43:42,March,Thursday,DRUNK,2894 E 3RD ST,LB221,BPD,NO REPORT
B17-07694,3/2/2017,12:22:12,March,Thursday,PANHANDLING,3233 W 3RD ST; BOB EVANS,LB403,BPD,NO REPORT
B17-07725,3/2/2017,15:25:16,March,Thursday,VANDALISM NP,1327 N DUNN ST,LB213,BPD,REPORT NEEDED
B17-07726,3/2/2017,15:28:22,March,Thursday,VANDALISM NP,1031 E HILLSIDE DR; CARLISLE,LB313,BPD,REPORT NEEDED
B17-07730,3/2/2017,16:31:32,March,Thursday,DISTURBANCE IP,1709 W 8TH ST; VALHALLA MOBILE MANOR; APT 2,LB521,BPD,NO REPORT
B17-07731,3/2/2017,16:31:55,March,Thursday,VANDALISM NP,3225 S WALNUT ST; ROYAL MAZDA,LB336,BPD,REPORT NEEDED
B17-07748,3/2/2017,18:49:54,March,Thursday,DRUNK,520 S WALNUT ST; US POST OFFICE DOWNTOWN,LB410,BPD,NO REPORT
B17-07750,3/2/2017,18:56:25,March,Thursday,DISTURBANCE IP,2910 W 3RD ST; MCDONALDS WEST,LB523,BPD,NO REPORT
B17-07757,3/2/2017,19:50:29,March,Thursday,ALCOHOL RELATED,301 S WALNUT ST,LB104,BPD,NO REPORT
B17-07760,3/2/2017,19:58:04,March,Thursday,NOISE,S EASTSIDE DR & E HUNTER AVE,LB303,BPD,NO REPORT
B17-07769,3/2/2017,21:39:41,March,Thursday,DRUNK,704 S ADAMS ST,LB413,BPD,NO REPORT
B17-07792,3/2/2017,23:22:46,March,Thursday,NOISE,301 E BROWNSTONE DR; APT 222,LB213,BPD,NO REPORT
B17-07796,3/2/2017,23:39:31,March,Thursday,NOISE,327 W 1ST ST; APT 18,LB409,BPD,NO REPORT
B17-07797,3/2/2017,23:39:50,March,Thursday,NOISE,1119 S BASSWOOD CIR,LB415,BPD,NO REPORT
B17-07806,3/3/2017,0:37:44,March,Friday,NOISE,414 S RONSON ST; APT 37102,LB406,BPD,NO REPORT
B17-07807,3/3/2017,0:10:15,March,Friday,NOISE,701 N COLLEGE AVE,LB519,BPD,NO REPORT
B17-07812,3/3/2017,0:57:27,March,Friday,DISTURBANCE IP,610 S WASHINGTON ST,LB301,BPD,NO REPORT
B17-07816,3/3/2017,1:13:15,March,Friday,DRUNK,217 W 6TH ST; YELLOW CAB,LB101,BPD,NO REPORT
B17-07822,3/3/2017,1:50:13,March,Friday,NOISE,405 E 17TH ST; B19,LB212,BPD,NO REPORT
B17-07837,3/3/2017,7:10:20,March,Friday,DRUNK,N ILLINOIS ST & W 12TH ST,LB517,BPD,NO REPORT
B17-07847,3/3/2017,9:06:16,March,Friday,DISTURBANCE IP,620 S WALNUT ST; SHALOM CENTER,LB410,BPD,NO REPORT
B17-07855,3/3/2017,11:14:00,March,Friday,DISTURBANCE IP,1120 W PINE MEADOWS DR,LB424,BPD,NO REPORT
B17-07856,3/3/2017,11:18:54,March,Friday,DISTURBANCE IP,114 S INDIANA AVE  STE A; BUFFALOUIES,LB104,BPD,NO REPORT
B17-07860,3/3/2017,12:01:19,March,Friday,DISTURBANCE IP,114 S INDIANA AVE  STE A; BUFFALOUIES,LB104,BPD,NO REPORT
B17-07863,3/3/2017,12:30:38,March,Friday,DISTURBANCE IP,450 S LANDMARK AVE; FLR 1,LB405,BPD,NO REPORT
B17-07886,3/3/2017,15:05:16,March,Friday,DISTURBANCE IP,423 E KIRKWOOD AVE; NICKS ENGLISH HUT,LB102,BPD,NO REPORT
B17-07895,3/3/2017,16:40:44,March,Friday,DISTURBANCE IP,3483 W 3RD ST; JO-ANN FABRIC AND CRAFT STORE,LB403,BPD,NO REPORT
B17-07910,3/3/2017,18:11:23,March,Friday,VANDALISM NP,2966 E 3RD ST; TARGET,LB305,BPD,REPORT NEEDED
B17-07911,3/3/2017,18:15:22,March,Friday,DISTURBANCE IP,3151 W 3RD ST; MONROE COUNTY PIZZA,LB403,BPD,REPORT NEEDED
B17-07914,3/3/2017,18:44:07,March,Friday,DISTURBANCE IP,N INDIANA AVE & E 12TH ST,LB214,BPD,NO REPORT
B17-07924,3/3/2017,19:33:28,March,Friday,DISTURBANCE IP,220 E 3RD ST; POLICE DEPARTMENT HEADQUARTERS,LB104,BPD,REPORT NEEDED
B17-07928,3/3/2017,20:25:01,March,Friday,VANDALISM NP,2036 N WALNUT ST; APT A29,LB212,BPD,REPORT NEEDED
B17-07932,3/3/2017,20:57:05,March,Friday,DRUNK,N WASHINGTON ST & E 6TH ST,LB102,BPD,NO REPORT
B17-07971,3/3/2017,23:13:25,March,Friday,DISTURBANCE IP,500 W NORTHLANE DR,LB513,BPD,NO REPORT
B17-07979,3/3/2017,23:29:36,March,Friday,NOISE,1721 N LINCOLN ST,LB212,BPD,NO REPORT
B17-07986,3/3/2017,23:39:07,March,Friday,NOISE,1150 S CLARIZZ BLVD; BLDG B205,LB310,BPD,NO REPORT
B17-07997,3/4/2017,0:05:10,March,Saturday,NOISE,307 S EASTSIDE DR,LB303,BPD,NO REPORT
B17-08013,3/4/2017,1:09:24,March,Saturday,DRUNK,209 S COLLEGE AVE,LB103,BPD,NO REPORT
B17-08016,3/4/2017,0:57:38,March,Saturday,NOISE,1003 S ROGERS ST,LB412,BPD,NO REPORT
B17-08018,3/4/2017,1:08:01,March,Saturday,NOISE,S PARK AVE & E HUNTER AVE,LB302,BPD,NO REPORT
B17-08020,3/4/2017,1:19:10,March,Saturday,NOISE,N INDIANA AVE & E 14TH ST,LB214,BPD,NO REPORT
B17-08021,3/4/2017,2:14:32,March,Saturday,DRUNK,217 W 6TH ST,LB101,BPD,NO REPORT
B17-08024,3/4/2017,2:23:01,March,Saturday,NOISE,S SWAIN AVE & E HUNTER AVE,LB303,BPD,NO REPORT
B17-08028,3/4/2017,3:40:31,March,Saturday,DRUNK,211 N WALNUT ST; GET SOME PIZZA,LB101,BPD,NO REPORT
B17-08029,3/4/2017,3:44:33,March,Saturday,NOISE,1150 S CLARIZZ BLVD; APT B308,LB310,BPD,NO REPORT
B17-08030,3/4/2017,4:07:04,March,Saturday,DRUNK,430 E KIRKWOOD AVE; STE AZ002,LB104,BPD,NO REPORT
B17-08033,3/4/2017,6:09:48,March,Saturday,NOISE,1700 N WALNUT ST; PARKVIEW APARTMENTS; APT 202,LB212,BPD,NO REPORT
B17-08045,3/4/2017,10:48:23,March,Saturday,PANHANDLING,3000 W 3RD ST,LB524,BPD,NO REPORT
B17-08046,3/4/2017,11:06:38,March,Saturday,DISTURBANCE IP,1222 N ARLINGTON PARK DR; APT 115,LB514,BPD,REPORT NEEDED
B17-08057,3/4/2017,13:21:10,March,Saturday,NOISE,904 S HENDERSON ST,LB314,BPD,NO REPORT
B17-08058,3/4/2017,14:08:23,March,Saturday,DISTURBANCE IP,307 S DAVISSON ST,LB409,BPD,REPORT NEEDED
B17-08065,3/4/2017,14:32:43,March,Saturday,VANDALISM NP,2601 E CARGILL DR,LB318,BPD,REPORT NEEDED
B17-08073,3/4/2017,15:25:09,March,Saturday,NOISE,904 S HENDERSON ST,LB314,BPD,NO REPORT
B17-08109,3/4/2017,19:37:47,March,Saturday,DISTURBANCE IP,1230 W 12TH ST,LB517,BPD,NO REPORT
B17-08118,3/4/2017,20:00:39,March,Saturday,DRUNK,107 N DUNN ST; 420BLOOMINGTON; HARTZELLS ICE CREAM,LB102,BPD,NO REPORT
B17-08122,3/4/2017,20:31:41,March,Saturday,DISTURBANCE IP,3100 S WALNUT STREET PIKE,LB336,BPD,NO REPORT
B17-08131,3/4/2017,20:42:03,March,Saturday,NOISE,1150 S CLARIZZ BLVD; CAMPUS CORNER,LB310,BPD,NO REPORT
B17-08134,3/4/2017,21:17:02,March,Saturday,DISTURBANCE IP,1965 S HENDERSON ST; ICE ARENA,LB316,BPD,NO REPORT
B17-08140,3/4/2017,22:17:32,March,Saturday,DRUNK,528 S COLLEGE AVE; KROGER SEMINARY SQUARE,LB410,BPD,NO REPORT
B17-08148,3/4/2017,22:32:26,March,Saturday,NOISE,508 S BASSWOOD DR; APT D,LB404,BPD,NO REPORT
B17-08152,3/4/2017,23:29:21,March,Saturday,DRUNK,S MORTON ST & W 1ST ST,LB409,BPD,NO REPORT
B17-08153,3/4/2017,23:16:29,March,Saturday,NOISE,3001 E AMY LN,LB221,BPD,NO REPORT
B17-08156,3/4/2017,23:17:26,March,Saturday,NOISE,1150 S CLARIZZ BLVD; BUILDING N APT 354,LB310,BPD,NO REPORT
B17-08160,3/5/2017,0:40:54,March,Sunday,DISTURBANCE IP,2800 E 3RD ST; APPLEBEES,LB305,BPD,NO REPORT
B17-08161,3/4/2017,23:42:47,March,Saturday,NOISE,1119 S BASSWOOD CIR,LB415,BPD,NO REPORT
B17-08162,3/5/2017,0:36:31,March,Sunday,NOISE,420 S GRANT ST,LB104,BPD,NO REPORT
B17-08165,3/5/2017,0:59:26,March,Sunday,NOISE,420 S GRANT ST; APT  5,LB104,BPD,NO REPORT
B17-08167,3/5/2017,1:29:50,March,Sunday,DRUNK,301 S WALNUT ST; BUS TERMINAL,LB104,BPD,REPORT NEEDED
B17-08168,3/5/2017,1:32:57,March,Sunday,VANDALISM IP,1400 E ATWATER AVE,LB303,BPD,REPORT NEEDED
B17-08172,3/5/2017,1:42:04,March,Sunday,NOISE,525 S PATTERSON DR; COLLEGIATE EAST BUILDING 2; APT 37,LB406,BPD,NO REPORT
B17-08173,3/5/2017,1:50:52,March,Sunday,NOISE,921 W KIRKWOOD AVE,LB408,BPD,REPORT NEEDED
B17-08175,3/5/2017,2:10:17,March,Sunday,NOISE,1003 S ROGERS ST,LB412,BPD,NO REPORT
B17-08178,3/5/2017,2:42:28,March,Sunday,DRUNK,319 N WALNUT ST; KILROYS SPORTS BAR,LB101,BPD,NO REPORT
B17-08182,3/5/2017,3:18:00,March,Sunday,DISTURBANCE IP,1226 W 11TH ST,LB517,BPD,NO REPORT
B17-08183,3/5/2017,2:54:12,March,Sunday,NOISE,415 S RONSON ST,LB406,BPD,NO REPORT
B17-08186,3/5/2017,3:52:32,March,Sunday,VANDALISM IP,415 N WALNUT ST; PAPA JOHNS PIZZA NORTH,LB101,BPD,REPORT NEEDED
B17-08188,3/5/2017,4:02:19,March,Sunday,DRUNK,S LINCOLN ST & E KIRKWOOD AVE,LB104,BPD,NO REPORT
B17-08193,3/5/2017,5:33:11,March,Sunday,DRUNK,2601 S WALNUT ST; MARATHON GAS STATION WINSLOW,LB328,BPD,NO REPORT
B17-08200,3/5/2017,7:32:49,March,Sunday,NOISE,2521 S ROGERS ST,LB423,BPD,NO REPORT
B17-08216,3/5/2017,13:58:25,March,Sunday,VANDALISM IP,N COLLEGE AVE & W 17TH ST,LB519,BPD,NO REPORT
B17-08240,3/5/2017,17:14:47,March,Sunday,DISTURBANCE IP,419 E 20TH ST,LB212,BPD,NO REPORT
B17-08251,3/5/2017,19:11:27,March,Sunday,DISTURBANCE IP,3702 W 3RD ST; TACO BELL WEST,LB524,BPD,NO REPORT
B17-08276,3/5/2017,19:12:52,March,Sunday,VANDALISM NP,988 S CLARIZZ BLVD,LB310,BPD,REPORT NEEDED
B17-08290,3/6/2017,0:28:45,March,Monday,NOISE,422 S WASHINGTON ST,LB104,BPD,NO REPORT
B17-08303,3/6/2017,3:56:08,March,Monday,VANDALISM IP,1724 S WALNUT ST,LB421,BPD,REPORT NEEDED
B17-08314,3/6/2017,8:14:05,March,Monday,DISTURBANCE IP,345 S CURRY PIKE,LB403,BPD,NO REPORT
B17-08359,3/6/2017,14:43:11,March,Monday,DISTURBANCE IP,548 S BASSWOOD DR; APT G,LB404,BPD,NO REPORT
B17-08413,3/6/2017,23:28:55,March,Monday,NOISE,2500 S ROCKPORT RD; APT 402,LB424,BPD,NO REPORT
B17-08415,3/6/2017,23:46:15,March,Monday,DISTURBANCE IP,408 E 6TH ST,LB102,BPD,NO REPORT
B17-08429,3/7/2017,1:48:24,March,Tuesday,NOISE,2631 E 2ND ST; APT 11,LB304,BPD,NO REPORT
B17-08447,3/7/2017,9:41:47,March,Tuesday,VANDALISM NP,517 W GOURLEY PIKE; APT 4,LB513,BPD,REPORT NEEDED
B17-08451,3/7/2017,10:58:14,March,Tuesday,VANDALISM NP,418 E 16TH ST,LB213,BPD,REPORT NEEDED
B17-08455,3/7/2017,11:43:56,March,Tuesday,VANDALISM NP,3601 E LONGVIEW AVE,LB220,BPD,REPORT NEEDED
B17-08468,3/7/2017,14:01:43,March,Tuesday,VANDALISM NP,1600 N LINCOLN ST; 2601 N WALNUT,LB212,BPD,NO REPORT
B17-08505,3/7/2017,17:43:03,March,Tuesday,VANDALISM NP,E 4TH ST & S DUNN ST,LB104,BPD,REPORT NEEDED
B17-08511,3/7/2017,19:14:02,March,Tuesday,NOISE,1119 S BASSWOOD CIR,LB415,BPD,NO REPORT
B17-08512,3/7/2017,19:49:29,March,Tuesday,DRUNK,S LINCOLN ST & E KIRKWOOD AVE,LB104,BPD,NO REPORT
B17-08528,3/7/2017,21:36:03,March,Tuesday,NOISE,2623 E 2ND ST; COLLEGE MALL APARTMENTS 2; APT 11,LB304,BPD,NO REPORT
B17-08556,3/8/2017,1:19:48,March,Wednesday,DRUNK,519 E 8TH ST,LB102,BPD,NO REPORT
B17-08558,3/8/2017,1:42:50,March,Wednesday,DISTURBANCE IP,2420 E 3RD ST; FIRST UNITED CHURCH,LB304,BPD,NO REPORT
B17-08562,3/8/2017,3:14:01,March,Wednesday,DISTURBANCE IP,300 S DUNN ST,LB104,BPD,NO REPORT
B17-08574,3/8/2017,7:57:04,March,Wednesday,VANDALISM NP,3100 S WALNUT STREET PIKE,LB336,BPD,REPORT NEEDED
B17-08576,3/8/2017,8:03:51,March,Wednesday,DRUNK,118 N WALNUT ST,LB102,BPD,NO REPORT
B17-08579,3/8/2017,8:33:37,March,Wednesday,DRUNK,118 N WALNUT ST,LB102,BPD,REPORT NEEDED
B17-08586,3/8/2017,9:44:45,March,Wednesday,VANDALISM NP,N INDIANA AVE & E 9TH ST,LB102,BPD,REPORT NEEDED
B17-08596,3/8/2017,10:05:27,March,Wednesday,VANDALISM NP,3846 W 3RD ST; JACKSON HEWITT,LB524,BPD,REPORT NEEDED
B17-08609,3/8/2017,13:33:48,March,Wednesday,DISTURBANCE IP,601 W 2ND ST; IU HEALTH BLOOMINGTON HOSPITAL,LB409,BPD,REPORT NEEDED
B17-08639,3/8/2017,16:30:46,March,Wednesday,DRUNK,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,NO REPORT
B17-08641,3/8/2017,16:46:07,March,Wednesday,DISTURBANCE IP,2322 S BRANDON CT,LB326,BPD,REPORT NEEDED
B17-08685,3/8/2017,19:01:57,March,Wednesday,NOISE,921 W GRAHAM DR,LB423,BPD,NO REPORT
B17-08694,3/8/2017,19:14:08,March,Wednesday,NOISE,2623 E 2ND ST; APT 11,LB304,BPD,NO REPORT
B17-08731,3/8/2017,22:26:39,March,Wednesday,NOISE,N GRANT ST & E 9TH ST,LB102,BPD,NO REPORT
B17-08734,3/8/2017,22:42:22,March,Wednesday,NOISE,2500 S ROCKPORT RD; APT 402,LB424,BPD,NO REPORT
B17-08735,3/8/2017,22:17:29,March,Wednesday,NOISE,630 N MORTON ST,LB519,BPD,NO REPORT
B17-08742,3/8/2017,23:48:28,March,Wednesday,DISTURBANCE IP,322 S GRANT ST ; CENTERSTONE HOUSE,LB104,BPD,NO REPORT
B17-08748,3/9/2017,0:30:51,March,Thursday,NOISE,N WASHINGTON ST & E 12TH ST,LB213,BPD,NO REPORT
B17-08767,3/9/2017,8:32:01,March,Thursday,VANDALISM NP,3601 E LONGVIEW AVE,LB220,BPD,REPORT NEEDED
B17-08783,3/9/2017,11:29:11,March,Thursday,PANHANDLING,N WALNUT ST & E STATE ROAD 45 46 BYPASS,LB512,BPD,NO REPORT
B17-08827,3/9/2017,15:29:59,March,Thursday,DISTURBANCE IP,408 E 6TH ST; BOXCAR BOOKS,LB102,BPD,NO REPORT
B17-08846,3/9/2017,17:10:16,March,Thursday,PANHANDLING,410 S WOODSCREST DR; IU CREDIT UNION EAST,LB304,BPD,NO REPORT
B17-08860,3/9/2017,18:52:52,March,Thursday,DISTURBANCE IP,1222 W 11TH ST,LB517,BPD,NO REPORT
B17-08864,3/9/2017,19:29:57,March,Thursday,DRUNK,423 E KIRKWOOD AVE; NICKS ENGLISH HUT,LB102,BPD,NO REPORT
B17-08885,3/9/2017,21:18:38,March,Thursday,DISTURBANCE IP,430 E KIRKWOOD AVE; JIMMY JOHNS KIRKWOOD,LB104,BPD,REPORT NEEDED
B17-08904,3/9/2017,23:01:16,March,Thursday,NOISE,2521 S ROGERS ST,LB423,BPD,NO REPORT
B17-08913,3/10/2017,0:24:40,March,Friday,NOISE,1310 N LINCOLN ST,LB212,BPD,NO REPORT
B17-08917,3/10/2017,0:52:07,March,Friday,NOISE,201 E 16TH ST,LB213,BPD,NO REPORT
B17-08918,3/9/2017,23:38:17,March,Thursday,NOISE,720 E UNIVERSITY ST,LB302,BPD,NO REPORT
B17-08920,3/10/2017,1:34:36,March,Friday,DRUNK,105 W 4TH ST; 4TH STREET PARKING GARAGE,LB103,BPD,NO REPORT
B17-08921,3/10/2017,1:39:19,March,Friday,NOISE,2467 S WINSLOW CT,LB326,BPD,NO REPORT
B17-08929,3/10/2017,3:57:53,March,Friday,NOISE,525 S PATTERSON DR; COLLEGIATE EAST BUILDING 2; APT 4208,LB406,BPD,NO REPORT
B17-08942,3/10/2017,10:06:45,March,Friday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,NO REPORT
B17-08956,3/10/2017,12:46:15,March,Friday,PANHANDLING,BS WHITEHALL PLAZA AT BOB EVAN; Whitehall Plaza at Bob Evans,LB403,BPD,NO REPORT
B17-08994,3/10/2017,17:11:33,March,Friday,DISTURBANCE IP,2440 W MARLENE DR,LB523,BPD,NO REPORT
B17-08998,3/10/2017,17:31:42,March,Friday,DISTURBANCE IP,411 S WOODSCREST DR; CAMPUS LAUNDRY EAST; EASTLAND PLAZA,LB304,BPD,NO REPORT
B17-09005,3/10/2017,17:50:09,March,Friday,NOISE,514 W HAYS CT,LB423,BPD,NO REPORT
B17-09030,3/10/2017,21:42:42,March,Friday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,NO REPORT
B17-09042,3/10/2017,22:40:52,March,Friday,NOISE,1890 S WALNUT ST; APT 4,LB421,BPD,NO REPORT
B17-09058,3/11/2017,1:39:09,March,Saturday,DISTURBANCE IP,411 E SOUTHERN DR; APT 10,LB315,BPD,REPORT NEEDED
B17-09060,3/11/2017,2:02:09,March,Saturday,NOISE,420 S GRANT ST; APT 5,LB104,BPD,NO REPORT
B17-09062,3/11/2017,2:26:45,March,Saturday,NOISE,2500 S ROCKPORT RD; APT 2503,LB424,BPD,NO REPORT
B17-09064,3/11/2017,3:18:13,March,Saturday,NOISE,1360 N ARLINGTON PARK DR; APT 301,LB514,BPD,NO REPORT
B17-09068,3/11/2017,4:39:56,March,Saturday,NOISE,544 S BASSWOOD DR,LB404,BPD,NO REPORT
B17-09102,3/11/2017,13:03:28,March,Saturday,VANDALISM NP,504 S MULLER PKWY;THE VILLAGE MULLER PARKWAY,LB404,BPD,REPORT NEEDED
B17-09113,3/11/2017,15:18:23,March,Saturday,DISTURBANCE IP,100 E MILLER DR; SASSAFRAS HILLS APARTMENTS; APT 53,LB315,BPD,NO REPORT
B17-09136,3/11/2017,17:49:48,March,Saturday,DRUNK,303 E KIRKWOOD AVE,LB102,BPD,NO REPORT
B17-09143,3/11/2017,18:31:26,March,Saturday,VANDALISM NP,2615 E 3RD ST; BLOOMINGTON TRAVELODGE; RM 140,LB221,BPD,NO REPORT
B17-09160,3/11/2017,21:11:10,March,Saturday,DISTURBANCE IP,217 W 6TH ST; YELLOW CAB,LB101,BPD,NO REPORT
B17-09167,3/11/2017,21:58:21,March,Saturday,DISTURBANCE IP,1800 N WALNUT ST; MOTEL 6; ROOM 201,LB212,BPD,NO REPORT
B17-09206,3/12/2017,3:31:26,March,Sunday,DRUNK,430 E KIRKWOOD AVE,LB104,BPD,NO REPORT
B17-09207,3/12/2017,4:14:34,March,Sunday,DISTURBANCE IP,3343 S ACADIA CT,LB329,BPD,NO REPORT
B17-09239,3/12/2017,14:38:20,March,Sunday,DISTURBANCE IP,2440 S HENDERSON ST; CRAWFORD APARTMENTS,LB327,BPD,NO REPORT
B17-09240,3/12/2017,14:46:25,March,Sunday,DISTURBANCE IP,S GRANT ST & E 4TH ST,LB104,BPD,NO REPORT
B17-09266,3/12/2017,19:15:20,March,Sunday,NOISE,1600 N WILLIS DR; LOT 6,LB513,BPD,NO REPORT
B17-09325,3/13/2017,5:33:50,March,Monday,NOISE,4420 E ELOUISE AVE,LB219,BPD,NO REPORT
B17-09330,3/13/2017,9:01:35,March,Monday,VANDALISM NP,1309 W 13TH ST,LB517,BPD,REPORT NEEDED
B17-09355,3/13/2017,12:28:07,March,Monday,DRUNK,322 E KIRKWOOD AVE,LB104,BPD,NO REPORT
B17-09374,3/13/2017,15:07:05,March,Monday,DRUNK,322 E KIRKWOOD AVE  STE 101; SOMA COFFEE HOUSE AND JUICE BAR,LB104,BPD,NO REPORT
B17-09428,3/13/2017,21:36:45,March,Monday,DRUNK,300 S LINCOLN ST,LB104,BPD,NO REPORT
