Incident,Date Reported,Time Reported,Month Reported,Day of Week,Nature,Incident address,Area,Agency,Clearance Code desc
B16-50467,12/21/2016,23:30:02,December,Wednesday,NOISE,1203 S WILLOW TREE PL,LB401,BPD,NO REPORT NEEDED
B16-50465,12/21/2016,23:14:07,December,Wednesday,NOISE,3335 S ACADIA CT,LB329,BPD,NO REPORT NEEDED
B16-50454,12/21/2016,22:00:37,December,Wednesday,NOISE,1360 N ARLINGTON PARK DR; APT 308,LB514,BPD,NO REPORT NEEDED
B16-50340,12/20/2016,21:44:06,December,Tuesday,NOISE,1360 N ARLINGTON PARK DR; APT 308,LB514,BPD,NO REPORT NEEDED
B16-50246,12/19/2016,22:56:13,December,Monday,NOISE,706 E MOODY DR,LB316,BPD,NO REPORT NEEDED
B16-50153,12/19/2016,2:11:27,December,Monday,NOISE,710 E RIDGE CREST CT,LB316,BPD,NO REPORT NEEDED
B16-50140,12/18/2016,22:43:05,December,Sunday,NOISE,556 S BASSWOOD DR; APT F,LB404,BPD,NO REPORT NEEDED
B16-50137,12/18/2016,22:08:39,December,Sunday,NOISE,S PATTERSON DR & W 3RD ST,LB406,BPD,NO REPORT NEEDED
B16-50070,12/18/2016,2:28:12,December,Sunday,NOISE,1965 S WALNUT ST; BLOOMINGTON HIGH SCHOOL SOUTH,LB315,BPD,NO REPORT NEEDED
B16-50069,12/18/2016,2:11:14,December,Sunday,NOISE,2500 S ROCKPORT RD,LB424,BPD,NO REPORT NEEDED
B16-49987,12/17/2016,5:39:07,December,Saturday,NOISE,938 N WALNUT ST,LB213,BPD,NO REPORT NEEDED
B16-49970,12/17/2016,0:45:11,December,Saturday,NOISE,501 S SWAIN AVE,LB303,BPD,NO REPORT NEEDED
B16-49829,12/16/2016,2:27:26,December,Friday,NOISE,422 E 11TH ST,LB213,BPD,NO REPORT NEEDED
B16-49823,12/16/2016,0:40:27,December,Friday,NOISE,1360 N ARLINGTON PARK DR; APT 301,LB514,BPD,NO REPORT NEEDED
B16-49819,12/15/2016,23:54:28,December,Thursday,NOISE,1303 W 13TH ST,LB517,BPD,NO REPORT NEEDED
B16-49817,12/15/2016,23:51:59,December,Thursday,NOISE,2539 E EASTGATE LN; APT 104,LB222,BPD,REPORT NEEDED
B16-49803,12/15/2016,20:25:15,December,Thursday,NOISE,3100 S WALNUT STREET PIKE; APT A17,LB336,BPD,NO REPORT NEEDED
B16-49689,12/15/2016,0:54:04,December,Thursday,NOISE,310 W 12TH ST,LB519,BPD,NO REPORT NEEDED
B16-49683,12/15/2016,0:10:46,December,Thursday,NOISE,702 N COLLEGE AVE; THE LOFTS,LB519,BPD,NO REPORT NEEDED
B16-49658,12/14/2016,19:24:50,December,Wednesday,NOISE,1600 N WILLIS DR; LOT 73,LB513,BPD,NO REPORT NEEDED
B16-49570,12/14/2016,1:34:23,December,Wednesday,NOISE,1022 W KIRKWOOD AVE,LB520,BPD,NO REPORT NEEDED
B16-49562,12/13/2016,23:57:29,December,Tuesday,NOISE,730 N WALNUT ST; APT 315,LB213,BPD,NO REPORT NEEDED
B16-49442,12/13/2016,0:12:13,December,Tuesday,NOISE,411 W 3RD ST; APT 1,LB103,BPD,NO REPORT NEEDED
B16-49436,12/12/2016,22:56:37,December,Monday,NOISE,411 W 3RD ST; APT 1,LB103,BPD,NO REPORT NEEDED
B16-49331,12/12/2016,2:23:40,December,Monday,NOISE,1360 N ARLINGTON PARK DR,LB514,BPD,NO REPORT NEEDED
B16-49315,12/11/2016,21:09:10,December,Sunday,NOISE,601 N COLLEGE AVE; THREE AMIGOS,LB519,BPD,NO REPORT NEEDED
B16-49307,12/11/2016,19:34:32,December,Sunday,NOISE,703 W GOURLEY PIKE; APT 74,LB513,BPD,NO REPORT NEEDED
B16-49301,12/11/2016,17:54:21,December,Sunday,NOISE,3100 S WALNUT STREET PIKE ; APT B136,LB336,BPD,NO REPORT NEEDED
B16-49269,12/11/2016,13:03:07,December,Sunday,NOISE,3100 S WALNUT STREET PIKE; APT A17,LB336,BPD,NO REPORT NEEDED
B16-49256,12/11/2016,7:41:42,December,Sunday,NOISE,4518 E WILTSHIRE CT,LB219,BPD,NO REPORT NEEDED
B16-49250,12/11/2016,4:39:18,December,Sunday,NOISE,500 S MITCHELL ST,LB303,BPD,NO REPORT NEEDED
B16-49236,12/11/2016,1:38:49,December,Sunday,NOISE,425 E WYLIE ST,LB301,BPD,NO REPORT NEEDED
B16-49235,12/11/2016,1:24:17,December,Sunday,NOISE,1111 N INDIANA AVE,LB214,BPD,NO REPORT NEEDED
B16-49234,12/11/2016,0:57:14,December,Sunday,NOISE,414 S RONSON ST; APT 37101,LB406,BPD,NO REPORT NEEDED
B16-49230,12/11/2016,0:14:53,December,Sunday,NOISE,431 N HILLSDALE DR,LB222,BPD,NO REPORT NEEDED
B16-49220,12/10/2016,23:57:51,December,Saturday,NOISE,519 S VILLAGE CT,LB402,BPD,NO REPORT NEEDED
B16-49213,12/10/2016,23:16:10,December,Saturday,NOISE,307 E COTTAGE GROVE AVE,LB213,BPD,NO REPORT NEEDED
B16-49155,12/10/2016,15:35:33,December,Saturday,NOISE,2249 S SWEETBRIAR CT,LB326,BPD,NO REPORT NEEDED
B16-49111,12/10/2016,4:35:16,December,Saturday,NOISE,120 S KINGSTON DR; APT F64,LB221,BPD,NO REPORT NEEDED
B16-49104,12/10/2016,2:17:42,December,Saturday,NOISE,E 18TH ST & N GRANT ST,LB212,BPD,NO REPORT NEEDED
B16-49096,12/10/2016,1:29:20,December,Saturday,NOISE,214 E 17TH ST,LB213,BPD,NO REPORT NEEDED
B16-49092,12/10/2016,0:53:55,December,Saturday,NOISE,104 E KIRKWOOD AVE; APT 204,LB104,BPD,NO REPORT NEEDED
B16-49087,12/10/2016,0:12:35,December,Saturday,NOISE,2801 W HEARTWOOD CT; APT A,LB415,BPD,NO REPORT NEEDED
B16-49081,12/9/2016,23:25:46,December,Friday,NOISE,104 E KIRKWOOD AVE; APT 204,LB104,BPD,NO REPORT NEEDED
B16-49067,12/9/2016,19:51:20,December,Friday,NOISE,702 E MOODY DR,LB316,BPD,NO REPORT NEEDED
B16-48939,12/9/2016,3:05:14,December,Friday,NOISE,730 N WALNUT ST; APT 315,LB213,BPD,NO REPORT NEEDED
B16-48916,12/8/2016,22:21:26,December,Thursday,NOISE,1150 S CLARIZZ BLVD; APT 367,LB310,BPD,NO REPORT NEEDED
B16-48909,12/8/2016,20:26:00,December,Thursday,NOISE,801 E HUNTER AVE; APT 4,LB302,BPD,NO REPORT NEEDED
B16-48812,12/8/2016,1:44:39,December,Thursday,NOISE,502 S MULLER PKWY; APT 234,LB404,BPD,NO REPORT NEEDED
B16-48813,12/8/2016,1:38:17,December,Thursday,NOISE,216 N WALNUT ST; BLUE BIRD,LB102,BPD,NO REPORT NEEDED
B16-48801,12/7/2016,23:42:12,December,Wednesday,NOISE,726 E UNIVERSITY ST,LB302,BPD,NO REPORT NEEDED
B16-48797,12/7/2016,22:52:48,December,Wednesday,NOISE,120 S KINGSTON DR; F BLDG,LB221,BPD,NO REPORT NEEDED
B16-48778,12/7/2016,21:11:20,December,Wednesday,NOISE,S WASHINGTON ST & E 2ND ST,LB104,BPD,NO REPORT NEEDED
B16-48756,12/7/2016,17:42:14,December,Wednesday,NOISE,1600 N WILLIS DR; LOT 8 OR 9,LB513,BPD,NO REPORT NEEDED
B16-48688,12/7/2016,3:04:08,December,Wednesday,NOISE,1301 W 13TH ST,LB517,BPD,NO REPORT NEEDED
B16-48680,12/7/2016,0:41:41,December,Wednesday,NOISE,520 N GRANT ST; APT 5,LB102,BPD,NO REPORT NEEDED
B16-48677,12/7/2016,0:14:00,December,Wednesday,NOISE,415 S HIGHLAND AVE,LB303,BPD,NO REPORT NEEDED
B16-48674,12/7/2016,0:03:50,December,Wednesday,NOISE,400 E ATWATER AVE,LB104,BPD,NO REPORT NEEDED
B16-48669,12/6/2016,23:19:03,December,Tuesday,NOISE,2669 E 7TH ST,LB221,BPD,NO REPORT NEEDED
B16-48666,12/6/2016,22:55:45,December,Tuesday,NOISE,289 W 11TH ST,LB519,BPD,NO REPORT NEEDED
B16-48585,12/6/2016,12:26:54,December,Tuesday,NOISE,801 E HUNTER AVE; HUNTER APARTMENTS; APT 4,LB302,BPD,NO REPORT NEEDED
B16-48553,12/6/2016,5:46:02,December,Tuesday,NOISE,408 S HARVEY DR; APT 2,LB402,BPD,NO REPORT NEEDED
B16-48543,12/6/2016,0:58:47,December,Tuesday,NOISE,1360 N ARLINGTON PARK DR; apt 308,LB514,BPD,NO REPORT NEEDED
B16-48540,12/6/2016,0:28:08,December,Tuesday,NOISE,1729 N LINCOLN ST,LB212,BPD,NO REPORT NEEDED
B16-48537,12/5/2016,23:50:05,December,Monday,NOISE,120 S KINGSTON DR; APT 64,LB221,BPD,NO REPORT NEEDED
B16-48535,12/5/2016,23:46:27,December,Monday,NOISE,444 E VARSITY LN,LB212,BPD,NO REPORT NEEDED
B16-48500,12/5/2016,18:16:09,December,Monday,NOISE,3100 S WALNUT STREET PIKE; APT B,LB336,BPD,NO REPORT NEEDED
B16-48428,12/4/2016,23:09:46,December,Sunday,NOISE,1360 N ARLINGTON PARK DR,LB514,BPD,NO REPORT NEEDED
B16-48399,12/4/2016,18:07:29,December,Sunday,NOISE,3100 S WALNUT STREET PIKE; APT B103,LB336,BPD,NO REPORT NEEDED
B16-48335,12/4/2016,5:16:41,December,Sunday,NOISE,512 S MULLER PKWY; APT 1211,LB404,BPD,NO REPORT NEEDED
B16-48314,12/4/2016,2:20:03,December,Sunday,NOISE,104 E KIRKWOOD AVE,LB104,BPD,NO REPORT NEEDED
B16-48311,12/4/2016,1:23:25,December,Sunday,NOISE,515 S PARK RIDGE RD; BLDG 15103,LB307,BPD,NO REPORT NEEDED
B16-48308,12/4/2016,1:19:07,December,Sunday,NOISE,S FESS AVE & E GRIMES LN,LB313,BPD,NO REPORT NEEDED
B16-48307,12/4/2016,1:02:48,December,Sunday,NOISE,1150 S CLARIZZ BLVD; APT P363,LB310,BPD,NO REPORT NEEDED
B16-48309,12/4/2016,0:41:31,December,Sunday,NOISE,N WASHINGTON ST & E 12TH ST,LB213,BPD,NO REPORT NEEDED
B16-48305,12/4/2016,0:21:22,December,Sunday,NOISE,321 E 14TH ST ; APT D,LB213,BPD,NO REPORT NEEDED
B16-48288,12/3/2016,23:45:50,December,Saturday,NOISE,114 S GRANT ST,LB104,BPD,NO REPORT NEEDED
B16-48293,12/3/2016,23:42:57,December,Saturday,NOISE,501 S SWAIN AVE,LB303,BPD,NO REPORT NEEDED
B16-48298,12/3/2016,23:41:38,December,Saturday,NOISE,101 E 16TH ST; FREIDMAN APTS.,LB213,BPD,NO REPORT NEEDED
B16-48289,12/3/2016,23:14:44,December,Saturday,NOISE,523 S PARK AVE,LB302,BPD,NO REPORT NEEDED
B16-48282,12/3/2016,23:03:53,December,Saturday,NOISE,S FESS AVE & E GRIMES LN,LB313,BPD,NO REPORT NEEDED
B16-48296,12/3/2016,22:52:17,December,Saturday,NOISE,2036 N WALNUT ST; APT A14   KNGHTS LANDING,LB212,BPD,NO REPORT NEEDED
B16-48278,12/3/2016,21:54:38,December,Saturday,NOISE,2383 S WINSLOW CT,LB326,BPD,NO REPORT NEEDED
B16-48177,12/3/2016,2:30:47,December,Saturday,NOISE,431 N HILLSDALE DR,LB222,BPD,NO REPORT NEEDED
B16-48172,12/3/2016,1:41:58,December,Saturday,NOISE,FESS & GRIMES,LB313,BPD,NO REPORT NEEDED
B16-48170,12/3/2016,1:05:14,December,Saturday,NOISE,1335 N LINCOLN ST,LB212,BPD,NO REPORT NEEDED
B16-48169,12/3/2016,0:51:47,December,Saturday,NOISE,444 E VARSITY LN,LB212,BPD,NO REPORT NEEDED
B16-48160,12/3/2016,0:02:57,December,Saturday,NOISE,N GRANT ST & E 19TH ST,LB212,BPD,NO REPORT NEEDED
B16-48161,12/3/2016,0:01:04,December,Saturday,NOISE,1616 S HENDERSON ST; APT 105,LB315,BPD,NO REPORT NEEDED
B16-48159,12/2/2016,23:44:27,December,Friday,NOISE,407 W HOOSIER COURT AVE,LB513,BPD,NO REPORT NEEDED
B16-48156,12/2/2016,23:31:44,December,Friday,NOISE,305 N PETE ELLIS DR; APT 212,LB221,BPD,NO REPORT NEEDED
B16-48155,12/2/2016,23:31:43,December,Friday,NOISE,1203 S FESS AVE,LB313,BPD,NO REPORT NEEDED
B16-48158,12/2/2016,23:24:55,December,Friday,NOISE,1437 S FENBROOK LN,LB309,BPD,NO REPORT NEEDED
B16-48143,12/2/2016,22:05:58,December,Friday,NOISE,E 15TH ST & N GRANT ST,LB213,BPD,NO REPORT NEEDED
B16-48010,12/2/2016,0:38:06,December,Friday,NOISE,212 S CLARK ST,LB222,BPD,NO REPORT NEEDED
B16-48004,12/1/2016,23:33:59,December,Thursday,NOISE,701 N COLLEGE AVE; apt 401,LB519,BPD,NO REPORT NEEDED
B16-47996,12/1/2016,22:36:40,December,Thursday,NOISE,S WOODLAWN AVE & E 2ND ST,LB302,BPD,NO REPORT NEEDED
B16-47990,12/1/2016,21:35:12,December,Thursday,NOISE,523 N LINCOLN ST,LB102,BPD,NO REPORT NEEDED
B16-47989,12/1/2016,21:27:39,December,Thursday,NOISE,909 E 2ND ST; HARMONY SCHOOL,LB302,BPD,NO REPORT NEEDED
B16-47984,12/1/2016,20:15:14,December,Thursday,NOISE,1360 N ARLINGTON PARK DR; APT 308,LB514,BPD,NO REPORT NEEDED
B16-47849,11/30/2016,23:03:50,November,Wednesday,NOISE,801 E HUNTER AVE; HUNTER APARTMENTS; APT 4,LB302,BPD,NO REPORT NEEDED
B16-47848,11/30/2016,22:33:05,November,Wednesday,NOISE,212 N MORTON ST; APT 310,LB101,BPD,NO REPORT NEEDED
B16-47829,11/30/2016,19:52:51,November,Wednesday,NOISE,3211 E 10TH ST; TOWN HOMES ON TENTH,LB216,BPD,NO REPORT NEEDED
B16-47719,11/30/2016,0:15:39,November,Wednesday,NOISE,608 N WOODBRIDGE DR,LB216,BPD,NO REPORT NEEDED
B16-47711,11/29/2016,23:18:49,November,Tuesday,NOISE,108 W 6TH ST; LOFT AT 106; KING DOUGH; 108 1/2,LB101,BPD,NO REPORT NEEDED
B16-47597,11/29/2016,3:14:26,November,Tuesday,NOISE,1630 W ARLINGTON RD; APT 308,LB514,BPD,NO REPORT NEEDED
B16-47445,11/27/2016,22:47:35,November,Sunday,NOISE,2426 S WINSLOW CT,LB326,BPD,NO REPORT NEEDED
B16-47440,11/27/2016,21:40:57,November,Sunday,NOISE,1360 N ARLINGTON PARK DR ; APT 308,LB514,BPD,NO REPORT NEEDED
B16-47372,11/27/2016,3:06:59,November,Sunday,NOISE,310 N HILLSDALE DR,LB222,BPD,NO REPORT NEEDED
B16-47355,11/26/2016,23:11:54,November,Saturday,NOISE,2036 N WALNUT ST; APT C26,LB212,BPD,NO REPORT NEEDED
B16-47345,11/26/2016,22:00:33,November,Saturday,NOISE,2036 N WALNUT ST; APT A-14,LB212,BPD,NO REPORT NEEDED
B16-47341,11/26/2016,21:32:36,November,Saturday,NOISE,1150 S CLARIZZ BLVD; BLDG Q APT 367,LB310,BPD,NO REPORT NEEDED
B16-47289,11/26/2016,13:31:36,November,Saturday,NOISE,3247 S WALNUT SPRINGS DR,LB336,BPD,NO REPORT NEEDED
B16-47174,11/25/2016,12:04:22,November,Friday,NOISE,1701 S CLIFTON AVE,LB317,BPD,NO REPORT NEEDED
B16-47106,11/24/2016,12:16:51,November,Thursday,NOISE,2780 S WALNUT STREET PIKE; ECHO PARK APARTMENTS,LB328,BPD,NO REPORT NEEDED
B16-47089,11/24/2016,1:59:34,November,Thursday,NOISE,1360 N ARLINGTON PARK DR; apt 308,LB514,BPD,NO REPORT NEEDED
B16-47086,11/24/2016,1:19:36,November,Thursday,NOISE,1305 S COBBLE CREEK CIR,LB309,BPD,NO REPORT NEEDED
B16-47042,11/23/2016,18:56:46,November,Wednesday,NOISE,2405 S WINSLOW CT; APT 2405,LB326,BPD,NO REPORT NEEDED
B16-46965,11/22/2016,23:43:22,November,Tuesday,NOISE,3100 S WALNUT STREET PIKE,LB336,BPD,NO REPORT NEEDED
B16-46858,11/22/2016,2:02:22,November,Tuesday,NOISE,3271 E COVENANTER DR; APT 10,LB310,BPD,NO REPORT NEEDED
B16-46839,11/21/2016,21:55:31,November,Monday,NOISE,1308 S BASSWOOD CIR,LB415,BPD,NO REPORT NEEDED
B16-46738,11/21/2016,5:40:30,November,Monday,NOISE,2609 S KENDALL DR,LB422,BPD,NO REPORT NEEDED
B16-46729,11/21/2016,1:17:21,November,Monday,NOISE,2500 S ROCKPORT RD; APT 1702,LB424,BPD,NO REPORT NEEDED
B16-46669,11/20/2016,10:02:01,November,Sunday,NOISE,3100 S WALNUT STREET PIKE; APT A39,LB336,BPD,NO REPORT NEEDED
B16-46636,11/19/2016,23:00:20,November,Saturday,NOISE,2036 N WALNUT ST; APT10C,LB212,BPD,NO REPORT NEEDED
B16-46631,11/19/2016,21:37:52,November,Saturday,NOISE,2036 N WALNUT ST; APT A14,LB212,BPD,NO REPORT NEEDED
B16-46534,11/19/2016,2:51:47,November,Saturday,NOISE,1150 S CLARIZZ BLVD; BLDG P APT 361,LB310,BPD,NO REPORT NEEDED
B16-46531,11/19/2016,2:28:03,November,Saturday,NOISE,1600 N WILLIS DR; LOT 224,LB513,BPD,NO REPORT NEEDED
B16-46525,11/18/2016,23:42:08,November,Friday,NOISE,321 E 14TH ST; BLDG I APT 5,LB213,BPD,NO REPORT NEEDED
B16-46513,11/18/2016,21:22:23,November,Friday,NOISE,716 S PARK AVE,LB302,BPD,NO REPORT NEEDED
B16-46388,11/18/2016,1:28:24,November,Friday,NOISE,E COTTAGE GROVE AVE & N WASHINGTON ST,LB213,BPD,NO REPORT NEEDED
B16-46386,11/18/2016,1:12:41,November,Friday,NOISE,E 2ND ST & S LINCOLN ST,LB301,BPD,NO REPORT NEEDED
B16-46384,11/18/2016,0:07:46,November,Friday,NOISE,1442 N KINSER PIKE; E6,LB512,BPD,NO REPORT NEEDED
B16-46380,11/18/2016,0:05:25,November,Friday,NOISE,345 S COLLEGE AVE; APT 401,LB103,BPD,NO REPORT NEEDED
B16-46375,11/17/2016,23:20:30,November,Thursday,NOISE,W 3RD ST & S DAVISSON ST,LB408,BPD,NO REPORT NEEDED
B16-46368,11/17/2016,23:10:12,November,Thursday,NOISE,1006 E 1ST ST,LB302,BPD,NO REPORT NEEDED
B16-46367,11/17/2016,22:41:08,November,Thursday,NOISE,605 E UNIVERSITY ST,LB302,BPD,NO REPORT NEEDED
B16-46346,11/17/2016,18:25:00,November,Thursday,NOISE,801 E HUNTER AVE; APT 4,LB302,BPD,NO REPORT NEEDED
B16-46305,11/17/2016,15:08:45,November,Thursday,NOISE,433 S VILLAGE CT; ON VILLAGE COURT SOMEWHERE,LB402,BPD,NO REPORT NEEDED
B16-46243,11/17/2016,4:18:16,November,Thursday,NOISE,525 S PATTERSON DR; MAIN OFFICE BUILDING,LB406,BPD,NO REPORT NEEDED
B16-46233,11/17/2016,1:08:42,November,Thursday,NOISE,951 S COPPER BEECH WAY,LB415,BPD,NO REPORT NEEDED
B16-46234,11/17/2016,0:53:55,November,Thursday,NOISE,2812 W HEARTWOOD CT,LB415,BPD,NO REPORT NEEDED
B16-46230,11/17/2016,0:42:50,November,Thursday,NOISE,504 S MULLER PKWY,LB404,BPD,NO REPORT NEEDED
B16-46227,11/16/2016,23:50:07,November,Wednesday,NOISE,110 W 6TH ST,LB101,BPD,NO REPORT NEEDED
B16-46220,11/16/2016,22:40:20,November,Wednesday,NOISE,110 W 6TH ST,LB101,BPD,NO REPORT NEEDED
B16-46216,11/16/2016,22:13:04,November,Wednesday,NOISE,N GRANT ST & E 7TH ST,LB102,BPD,NO REPORT NEEDED
B16-46101,11/16/2016,5:22:49,November,Wednesday,NOISE,2609 S KENDALL DR,LB422,BPD,NO REPORT NEEDED
B16-46083,11/16/2016,0:12:39,November,Wednesday,NOISE,111 E 9TH ST,LB102,BPD,NO REPORT NEEDED
B16-46078,11/15/2016,23:34:18,November,Tuesday,NOISE,701 N COLLEGE AVE; STATION 11 APARTMENTS,LB519,BPD,NO REPORT NEEDED
B16-46037,11/15/2016,18:27:32,November,Tuesday,NOISE,801 E HUNTER AVE; HUNTER APARTMENTS; APT 4,LB302,BPD,NO REPORT NEEDED
B16-45937,11/14/2016,22:11:32,November,Monday,NOISE,801 E HUNTER AVE; APT 4,LB302,BPD,NO REPORT NEEDED
B16-45933,11/14/2016,22:09:26,November,Monday,NOISE,1600 N WILLIS DR,LB513,BPD,NO REPORT NEEDED
B16-45900,11/14/2016,16:37:30,November,Monday,NOISE,801 E HUNTER AVE; HUNTER APARTMENTS; APT 4,LB302,BPD,NO REPORT NEEDED
B16-45700,11/13/2016,2:12:33,November,Sunday,NOISE,916 W COTTAGE GROVE AVE,LB518,BPD,NO REPORT NEEDED
B16-45694,11/13/2016,1:38:52,November,Sunday,NOISE,535 W HOOSIER COURT AVE; BUILDING 13,LB513,BPD,NO REPORT NEEDED
B16-45697,11/13/2016,1:29:44,November,Sunday,NOISE,701 N COLLEGE AVE; APT 406,LB519,BPD,NO REPORT NEEDED
B16-45693,11/13/2016,1:00:07,November,Sunday,NOISE,321 E 14TH ST; BLDG I APT 5,LB213,BPD,NO REPORT NEEDED
B16-45681,11/13/2016,0:43:43,November,Sunday,NOISE,3468 E COVENANTER DR,LB310,BPD,NO REPORT NEEDED
B16-45679,11/12/2016,23:52:42,November,Saturday,NOISE,810 N WASHINGTON ST,LB213,BPD,NO REPORT NEEDED
B16-45663,11/12/2016,22:09:15,November,Saturday,NOISE,504 S BASSWOOD DR; APT J,LB404,BPD,NO REPORT NEEDED
B16-45619,11/12/2016,17:51:57,November,Saturday,NOISE,103 E 16TH ST,LB213,BPD,NO REPORT NEEDED
B16-45587,11/12/2016,12:11:55,November,Saturday,NOISE,533 S VILLAGE CT,LB402,BPD,NO REPORT NEEDED
B16-45578,11/12/2016,10:23:47,November,Saturday,NOISE,317 N FESS AVE,LB215,BPD,NO REPORT NEEDED
B16-45551,11/12/2016,8:52:31,November,Saturday,NOISE,320 S DUNN ST; APT 213,LB104,BPD,NO REPORT NEEDED
B16-45544,11/12/2016,6:33:18,November,Saturday,NOISE,1424 N JACKSON ST; 19TH STREET AREA,LB513,BPD,NO REPORT NEEDED
B16-45539,11/12/2016,5:14:41,November,Saturday,NOISE,512 S MULLER PKWY,LB404,BPD,NO REPORT NEEDED
B16-45538,11/12/2016,4:15:50,November,Saturday,NOISE,1360 N ARLINGTON PARK DR; APT 308,LB514,BPD,NO REPORT NEEDED
B16-45530,11/12/2016,3:09:41,November,Saturday,NOISE,1923 N DUNN ST,LB212,BPD,NO REPORT NEEDED
B16-45516,11/12/2016,0:10:05,November,Saturday,NOISE,1204 N LINCOLN ST,LB213,BPD,NO REPORT NEEDED
B16-45513,11/11/2016,23:22:37,November,Friday,NOISE,350 S MADISON ST,LB103,BPD,NO REPORT NEEDED
B16-45512,11/11/2016,23:09:33,November,Friday,NOISE,1204 N LINCOLN ST,LB213,BPD,NO REPORT NEEDED
B16-45501,11/11/2016,22:16:57,November,Friday,NOISE,225 E 20TH ST,LB212,BPD,NO REPORT NEEDED
B16-45452,11/11/2016,16:23:35,November,Friday,NOISE,113 E 15TH ST,LB213,BPD,NO REPORT NEEDED
B16-45446,11/11/2016,15:22:53,November,Friday,NOISE,215 E 8TH ST,LB102,BPD,NO REPORT NEEDED
B16-45447,11/11/2016,15:12:00,November,Friday,NOISE,113 E 15TH ST,LB213,BPD,NO REPORT NEEDED
B16-45390,11/11/2016,8:24:24,November,Friday,NOISE,120 S KIMBLE DR,LB523,BPD,NO REPORT NEEDED
B16-45373,11/11/2016,3:00:40,November,Friday,NOISE,726 E UNIVERSITY ST,LB302,BPD,NO REPORT NEEDED
B16-45369,11/11/2016,1:07:03,November,Friday,NOISE,1615 E MATLOCK RD,LB211,BPD,NO REPORT NEEDED
B16-45367,11/11/2016,1:04:14,November,Friday,NOISE,2801 W HEARTWOOD CT,LB415,BPD,NO REPORT NEEDED
B16-45368,11/11/2016,1:02:33,November,Friday,NOISE,1442 N KINSER PIKE,LB512,BPD,NO REPORT NEEDED
B16-45359,11/11/2016,0:52:48,November,Friday,NOISE,500 S MULLER PKWY; VILLAGE AT MULLER PARK,LB404,BPD,NO REPORT NEEDED
B16-45360,11/11/2016,0:34:31,November,Friday,NOISE,110 W 6TH ST,LB101,BPD,NO REPORT NEEDED
B16-45344,11/10/2016,22:55:47,November,Thursday,NOISE,345 S COLLEGE AVE; APT 405,LB103,BPD,NO REPORT NEEDED
B16-45343,11/10/2016,22:35:34,November,Thursday,NOISE,526 N MORTON ST; APT 407,LB101,BPD,NO REPORT NEEDED
B16-45225,11/10/2016,0:25:35,November,Thursday,NOISE,321 N WASHINGTON ST; STONE MANSION,LB102,BPD,NO REPORT NEEDED
B16-45218,11/9/2016,22:56:56,November,Wednesday,NOISE,1323 N WASHINGTON ST,LB212,BPD,NO REPORT NEEDED
B16-45102,11/9/2016,3:10:22,November,Wednesday,NOISE,552 S DOLIMAH AVE,LB406,BPD,NO REPORT NEEDED
B16-45095,11/9/2016,1:29:19,November,Wednesday,NOISE,505 S MULLER PKWY,LB404,BPD,NO REPORT NEEDED
B16-45092,11/9/2016,0:27:34,November,Wednesday,NOISE,401 S WOODLAWN AVE; SUBWAY ATWATER AVENUE,LB302,BPD,NO REPORT NEEDED
B16-45087,11/8/2016,22:53:05,November,Tuesday,NOISE,1002 N JACKSON ST; APT 2,LB518,BPD,NO REPORT NEEDED
B16-45063,11/8/2016,18:41:49,November,Tuesday,NOISE,405 E 17TH ST; DUNN HILL  BELOW D6,LB212,BPD,NO REPORT NEEDED
B16-45050,11/8/2016,17:36:54,November,Tuesday,NOISE,533 S VILLAGE CT,LB402,BPD,NO REPORT NEEDED
B16-44928,11/7/2016,22:44:18,November,Monday,NOISE,1600 N WILLIS DR; 224,LB513,BPD,NO REPORT NEEDED
B16-44927,11/7/2016,22:21:01,November,Monday,NOISE,1111 S BASSWOOD CIR,LB415,BPD,NO REPORT NEEDED
B16-44901,11/7/2016,18:20:19,November,Monday,NOISE,1488 N ARLINGTON PARK DR,LB514,BPD,NO REPORT NEEDED
B16-44805,11/7/2016,0:46:31,November,Monday,NOISE,316 E UNIVERSITY ST; CAMPUS WALK,LB301,BPD,NO REPORT NEEDED
B16-44803,11/6/2016,23:26:56,November,Sunday,NOISE,502 S MULLER PKWY,LB404,BPD,NO REPORT NEEDED
B16-44789,11/6/2016,21:33:42,November,Sunday,NOISE,1360 N ARLINGTON PARK DR; APT 308,LB514,BPD,NO REPORT NEEDED
B16-44714,11/6/2016,4:45:24,November,Sunday,NOISE,1360 N ARLINGTON PARK DR; APT 306,LB514,BPD,NO REPORT NEEDED
B16-44712,11/6/2016,3:04:12,November,Sunday,NOISE,601 N COLLEGE AVE; THREE AMIGOS RESTAURANT,LB519,BPD,NO REPORT NEEDED
B16-44709,11/6/2016,2:09:44,November,Sunday,NOISE,1609 S ROGERS ST; BLOOMINGLABS; CLEMENS MOBILE STORAGE SALES,LB420,BPD,NO REPORT NEEDED
B16-44704,11/6/2016,0:57:49,November,Sunday,NOISE,3131 E GOODNIGHT WAY; STRATUM AT LATIMER FARM CLUBHOUSE,LB310,BPD,NO REPORT NEEDED
B16-44702,11/6/2016,0:34:11,November,Sunday,NOISE,2316 S CUTTER CT,LB423,BPD,NO REPORT NEEDED
B16-44701,11/6/2016,0:33:46,November,Sunday,NOISE,1609 S ROGERS ST;,LB420,BPD,NO REPORT NEEDED
